Handle,Title,Type,Tags,description,Fabric,Embroidery,Craft,Fit,Delivery,combined
saffiya-kurta-set,Saffiya Kurta Set,Kurta Set,"Blue, Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pret",Featuring a blue a-line kurta enhanced with a dori embroidered yoke. Paired with a churidar.,Linen,Dori and pearl embroidery.,Dori Work,Comfortable Fit,4 weeks,"{'Handle': 'saffiya-kurta-set', 'Type': 'Kurta Set', 'Title': 'Saffiya Kurta Set', 'description': 'Featuring a blue a-line kurta enhanced with a dori embroidered yoke. Paired with a churidar.', 'Fabric': 'Linen', 'Embroidery': 'Dori and pearl embroidery.', 'Craft': 'Dori Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
bahameen-kurta-set,Bahameen Kurta Set,Kurta Set,"Comfortable Fit, DLVRY 4 weeks, Grey, Gulnoor, Linen, Not On Sale, Pret, Sagan",This set features a grey straight shirt paired with tulip salwar and a yellow embroidered dupatta.,Linen,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'bahameen-kurta-set', 'Type': 'Kurta Set', 'Title': 'Bahameen Kurta Set', 'description': 'This set features a grey straight shirt paired with tulip salwar and a yellow embroidered dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
aazeen-dress,Aazeen Dress,Dress,"Brunch, Comfortable Fit, DLVRY 4 weeks, Green, Gulnoor, Handloom Cotton, Not On Sale, Pret",Featuring a green short dress with an attached embroidered cape. It can be paired with any separates.,Handloom Cotton,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'aazeen-dress', 'Type': 'Dress', 'Title': 'Aazeen Dress', 'description': 'Featuring a green short dress with an attached embroidered cape. It can be paired with any separates.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
daneen-anarkali-set,Daneen Anarkali Set,Anarkali Set,"Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Ivory, Not On Sale, Pret, Sangeet",Featuring an off-white full length anarkali with contrast color resham thread embroidery. It is accentuated with an embroidered belt.,Handloom Cotton,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'daneen-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Daneen Anarkali Set', 'description': 'Featuring an off-white full length anarkali with contrast color resham thread embroidery. It is accentuated with an embroidered belt.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
basheera-tunic,Basheera Shirt,Shirt,"Brunch, Comfortable Fit, DLVRY 4 weeks, Grey, Gulnoor, Linen, Not On Sale, Pret",Featuring a grey embroidered linen shirt. Pair it with your favorite separates.,Linen,"Resham thread work, zardoz and pearls.",Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'basheera-tunic', 'Type': 'Shirt', 'Title': 'Basheera Shirt', 'description': 'Featuring a grey embroidered linen shirt. Pair it with your favorite separates.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread work, zardoz and pearls.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
rua-jumpsuit,Rua Jumpsuit,Jumpsuit,"Blue, Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pret",A staple for every wardrobe. This is an embroidered linen croped jump suit enhanced with a back knot.,Linen,"Resham thread work, zardoz and pearls.",Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'rua-jumpsuit', 'Type': 'Jumpsuit', 'Title': 'Rua Jumpsuit', 'description': 'A staple for every wardrobe. This is an embroidered linen croped jump suit enhanced with a back knot.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread work, zardoz and pearls.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
posh-kurta-set,Posh Kurta Set,Kurta Set,"Comfortable Fit, DLVRY 4 weeks, Gulnoor, Ivory, Linen, Not On Sale, Pret, Sangeet",This set features an off-white a-line embroidered linen kurta with an organza trim on hem. Paired with ankle length pants and a handloom cotton dupatta.,Linen,"Resham thread work, zardoz and pearls.",Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'posh-kurta-set', 'Type': 'Kurta Set', 'Title': 'Posh Kurta Set', 'description': 'This set features an off-white a-line embroidered linen kurta with an organza trim on hem. Paired with ankle length pants and a handloom cotton dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread work, zardoz and pearls.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
rimsha-saree,Rimsha Saree Set,Saree Set,"BEST SELLER, Comfortable Fit, Couture, DLVRY 6 weeks, Grey, Gulnoor, Not On Sale, Sangeet, Silk Organza",This set features a grey organza embroidered saree with scallop detailing and an embroidred blouse.,Silk Organza,Applique work with metallic zardoz.,Zardoz,Comfortable Fit,6 weeks,"{'Handle': 'rimsha-saree', 'Type': 'Saree Set', 'Title': 'Rimsha Saree Set', 'description': 'This set features a grey organza embroidered saree with scallop detailing and an embroidred blouse.', 'Fabric': 'Silk Organza', 'Embroidery': 'Applique work with metallic zardoz.', 'Craft': 'Zardoz', 'Fit': 'Comfortable Fit', 'Delivery': '6 weeks'}"
fakihrah-saree,Fakihrah Saree Set,Saree Set,"BEST SELLER, Comfortable Fit, Couture, DLVRY 6 weeks, Gulnoor, Handloom Cotton, Ivory, Not On Sale, Sangeet",An off-white handloom banarasi cotton saree with a long jacket. All enhanced with fine embroidery.,Handloom Cotton,Multi-color resham and gota work with zardoz and aari embroidery.,Zardoz,Comfortable Fit,6 weeks,"{'Handle': 'fakihrah-saree', 'Type': 'Saree Set', 'Title': 'Fakihrah Saree Set', 'description': 'An off-white handloom banarasi cotton saree with a long jacket. All enhanced with fine embroidery.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Multi-color resham and gota work with zardoz and aari embroidery.', 'Craft': 'Zardoz', 'Fit': 'Comfortable Fit', 'Delivery': '6 weeks'}"
qirat-saree,Qirat Saree Set,Saree Set,"Comfortable Fit, Couture, DLVRY 7 weeks, Engagement, Green, Gulnoor, Not On Sale, Organza",Featuring a green organza saree with an off-white embroidered blouse.,Organza,Multi-color resham and gota work with zardoz and aari embroidery.,Zardoz,Comfortable Fit,7 weeks,"{'Handle': 'qirat-saree', 'Type': 'Saree Set', 'Title': 'Qirat Saree Set', 'description': 'Featuring a green organza saree with an off-white embroidered blouse.', 'Fabric': 'Organza', 'Embroidery': 'Multi-color resham and gota work with zardoz and aari embroidery.', 'Craft': 'Zardoz', 'Fit': 'Comfortable Fit', 'Delivery': '7 weeks'}"
nazneen-kurta-set,Nazneen Kurta Set,Kurta Set,"BEST SELLER, Comfortable Fit, Couture, DLVRY 6 weeks, Gulnoor, Ivory, Linen, Not On Sale, Sagan",Featuring an off-white linen embroidered straight shirt with palazzos and a mukaish dupatta.,Linen,Multi-color resham and gota work with zardoz and aari embroidery.,Zardoz,Comfortable Fit,6 weeks,"{'Handle': 'nazneen-kurta-set', 'Type': 'Kurta Set', 'Title': 'Nazneen Kurta Set', 'description': 'Featuring an off-white linen embroidered straight shirt with palazzos and a mukaish dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Multi-color resham and gota work with zardoz and aari embroidery.', 'Craft': 'Zardoz', 'Fit': 'Comfortable Fit', 'Delivery': '6 weeks'}"
aairah-kurta-set,Aairah Kurta Set,Kurta Set,"BEST SELLER, Comfortable Fit, Couture, DLVRY 7 weeks, Green, Gulnoor, Not On Sale, Sangeet, Silk Organza",This set features a silk organza a-line embroidered shirt with churidar and a peach organza dupatta.,Silk Organza,Multi-color resham and gota work with zardoz and aari embroidery.,Zardoz,Comfortable Fit,7 weeks,"{'Handle': 'aairah-kurta-set', 'Type': 'Kurta Set', 'Title': 'Aairah Kurta Set', 'description': 'This set features a silk organza a-line embroidered shirt with churidar and a peach organza dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Multi-color resham and gota work with zardoz and aari embroidery.', 'Craft': 'Zardoz', 'Fit': 'Comfortable Fit', 'Delivery': '7 weeks'}"
namra-gharara-set,Namra Gharara Set,Gharara Set,"Blue, Comfortable Fit, Couture, DLVRY 7 weeks, Engagement, Gulnoor, Linen, Not On Sale",Featuring an embroidred aqua blue linen shirt with tulle gharara and a pink banarasi dupatta.,Linen,Multi-color resham and gota work with zardoz and aari embroidery.,Zardoz,Comfortable Fit,7 weeks,"{'Handle': 'namra-gharara-set', 'Type': 'Gharara Set', 'Title': 'Namra Gharara Set', 'description': 'Featuring an embroidred aqua blue linen shirt with tulle gharara and a pink banarasi dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Multi-color resham and gota work with zardoz and aari embroidery.', 'Craft': 'Zardoz', 'Fit': 'Comfortable Fit', 'Delivery': '7 weeks'}"
sonth-sharara-set,Sonth Sharara Set,Sharara Set,"Comfortable Fit, Couture, DLVRY 7 weeks, Gulnoor, Linen, Not On Sale, Pink, Sangeet",This set features an embroidred pink linen shirt with sharara and a tissue organza dupatta.,Linen,Applique work with metallic zardoz.,Applique Work,Comfortable Fit,7 weeks,"{'Handle': 'sonth-sharara-set', 'Type': 'Sharara Set', 'Title': 'Sonth Sharara Set', 'description': 'This set features an embroidred pink linen shirt with sharara and a tissue organza dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Applique work with metallic zardoz.', 'Craft': 'Applique Work', 'Fit': 'Comfortable Fit', 'Delivery': '7 weeks'}"
kunza-anarkali-set,Kunza Anarkali Set,Anarkali Set,"Comfortable Fit, Couture, DLVRY 8 weeks, Grey, Gulnoor, Not On Sale, Sagan, Silk Organza",Featuring a grey short anarkali with a churidar and a mukaish dupatta. All enhanced with fine embroidery.,Silk Organza,Applique work with metallic zardoz.,Applique Work,Comfortable Fit,8 weeks,"{'Handle': 'kunza-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Kunza Anarkali Set', 'description': 'Featuring a grey short anarkali with a churidar and a mukaish dupatta. All enhanced with fine embroidery.', 'Fabric': 'Silk Organza', 'Embroidery': 'Applique work with metallic zardoz.', 'Craft': 'Applique Work', 'Fit': 'Comfortable Fit', 'Delivery': '8 weeks'}"
hoor-skirt-top,Hoor Skirt & Top,Skirt & Top,"Comfortable Fit, Couture, DLVRY 5 weeks, Gulnoor, Not On Sale, Sangeet, Silk Organza, Yellow",This set features a yellow off-shoulder flared cape with an off-white satin organza skirt.,Silk Organza,Floral pattern embroidered with metallic zardoz and resham.,Resham Thread Work,Comfortable Fit,5 weeks,"{'Handle': 'hoor-skirt-top', 'Type': 'Skirt & Top', 'Title': 'Hoor Skirt & Top', 'description': 'This set features a yellow off-shoulder flared cape with an off-white satin organza skirt.', 'Fabric': 'Silk Organza', 'Embroidery': 'Floral pattern embroidered with metallic zardoz and resham.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '5 weeks'}"
sahiba-lehenga-set,Sahiba Lehenga Set,Lehenga Set,"Blue, DLVRY 8 weeks, Fitted, Gulnoor, Not On Sale, Pret, Silk Organza, Wedding",This set features an embroidered silk organza bridal lehenga and blouse with embroidred resham paisley motifs and a tissue dupatta.,Silk Organza,"Resham paisley motifs with zari, zardoz and gota.",Resham Thread Work,Fitted,8 weeks,"{'Handle': 'sahiba-lehenga-set', 'Type': 'Lehenga Set', 'Title': 'Sahiba Lehenga Set', 'description': 'This set features an embroidered silk organza bridal lehenga and blouse with embroidred resham paisley motifs and a tissue dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Resham paisley motifs with zari, zardoz and gota.', 'Craft': 'Resham Thread Work', 'Fit': 'Fitted', 'Delivery': '8 weeks'}"
hannah-anarkali-set,Hannah Anarkali Set,Anarkali Set,"Comfortable Fit, DLVRY 4 weeks, Grey, Gulnoor, Handloom Cotton, Not On Sale, Pret, Sagan","Featuring a grey handloom cotton and jute kurta with resham and zari work, embroidered linen pants and a heavy embroidered cotton dupatta.",Handloom Cotton,Floral motifs embroidred using resham and highlighted with bugle beads.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'hannah-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Hannah Anarkali Set', 'description': 'Featuring a grey handloom cotton and jute kurta with resham and zari work, embroidered linen pants and a heavy embroidered cotton dupatta.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Floral motifs embroidred using resham and highlighted with bugle beads.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
sahina-sharara-set,Sahina Sharara Set,Sharara Set,"Comfortable Fit, DLVRY 4 weeks, Engagement, Gulnoor, Ivory, Linen, Not On Sale, Pret","Featuring an ivory linen kurta embroidered with silk threads and zari, embroidred handloom cotton sharara and an embroidered tulle dupatta.",Linen,Floral motifs embroidred using resham and highlighted with bugle beads.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'sahina-sharara-set', 'Type': 'Sharara Set', 'Title': 'Sahina Sharara Set', 'description': 'Featuring an ivory linen kurta embroidered with silk threads and zari, embroidred handloom cotton sharara and an embroidered tulle dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Floral motifs embroidred using resham and highlighted with bugle beads.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
raima-kurta-set,Raima Kurta Set,Kurta Set,"Comfortable Fit, DLVRY 4 weeks, Gulnoor, Ivory, Linen, Not On Sale, Pret, Sagan",Featuring an ivory linen pleated kurta with linen pants and a tulle dupatta. All enhanced with fine embroidery.,Linen,Dori and resham thread work.,Dori Work,Comfortable Fit,4 weeks,"{'Handle': 'raima-kurta-set', 'Type': 'Kurta Set', 'Title': 'Raima Kurta Set', 'description': 'Featuring an ivory linen pleated kurta with linen pants and a tulle dupatta. All enhanced with fine embroidery.', 'Fabric': 'Linen', 'Embroidery': 'Dori and resham thread work.', 'Craft': 'Dori Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
gulrez-tunic,Gulrez Shirt,Shirt,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pink, Pret",Pink linen shirt with resham thread and dori embroidery. Pair it with your favorite separates.,Linen,Dori and resham thread work.,Dori Work,Comfortable Fit,4 weeks,"{'Handle': 'gulrez-tunic', 'Type': 'Shirt', 'Title': 'Gulrez Shirt', 'description': 'Pink linen shirt with resham thread and dori embroidery. Pair it with your favorite separates.', 'Fabric': 'Linen', 'Embroidery': 'Dori and resham thread work.', 'Craft': 'Dori Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
laiha-anarkali-set,Laiha Anarkali Set,Anarkali Set,"Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Not On Sale, Pret, Sangeet, Yellow",Featuring a yellow handloom cotton kalidar with cotton pants and a tulle dupatta. All enhanced with fine embroidery.,Handloom Cotton,Dori and resham thread work.,Dori Work,Comfortable Fit,4 weeks,"{'Handle': 'laiha-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Laiha Anarkali Set', 'description': 'Featuring a yellow handloom cotton kalidar with cotton pants and a tulle dupatta. All enhanced with fine embroidery.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Dori and resham thread work.', 'Craft': 'Dori Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
eliza-kurta-set,Eliza Kurta Set,Kurta Set,"Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Not On Sale, Pink, Pret, Sangeet",Featuring a pink cotton a-line kurta with handloom cotton pants and a tulle dupatta. All enhanced with fine embroidery.,Handloom Cotton,Floral resham thread and zari work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'eliza-kurta-set', 'Type': 'Kurta Set', 'Title': 'Eliza Kurta Set', 'description': 'Featuring a pink cotton a-line kurta with handloom cotton pants and a tulle dupatta. All enhanced with fine embroidery.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Floral resham thread and zari work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
kalila-tunic,Kalila Top,Top,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Not On Sale, Pret, Yellow",A yellow cotton gathered shirt with silk thread embroidery. Pair it with your favorite separates,Handloom Cotton,Floral resham thread and zari work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'kalila-tunic', 'Type': 'Top', 'Title': 'Kalila Top', 'description': 'A yellow cotton gathered shirt with silk thread embroidery. Pair it with your favorite separates', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Floral resham thread and zari work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
inaya-anarkali-set,Inaya Anarkali Set,Anarkali Set,"Comfortable Fit, DLVRY 4 weeks, Green, Gulnoor, Handloom Cotton, Not On Sale, Pret, Sangeet",Featuring a lemon green handloom cotton kalidar with pants. It comes along with a tulle dupatta. All enhanced with fine embroidery.,Handloom Cotton,Floral resham thread and zari work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'inaya-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Inaya Anarkali Set', 'description': 'Featuring a lemon green handloom cotton kalidar with pants. It comes along with a tulle dupatta. All enhanced with fine embroidery.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Floral resham thread and zari work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
shaza-tunic,Shaza Tunic Set,Tunic Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Ivory, Linen, Not On Sale, Pret",An embroidred off-white linen overlap shirt. Pair it with your favorite separates,Linen,Floral resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'shaza-tunic', 'Type': 'Tunic Set', 'Title': 'Shaza Tunic Set', 'description': 'An embroidred off-white linen overlap shirt. Pair it with your favorite separates', 'Fabric': 'Linen', 'Embroidery': 'Floral resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
